DATE,AIRLINE_CODE,AIRLINE_NAME,AIRPORT_CODE,AIRPORT_NAME,ASM_DOMESTIC,ASM_INTERNATIONAL,FLIGHTS_DOMESTIC,FLIGHTS_INTERNATIONAL,PASSENGERS_DOMESTIC,PASSENGERS_INTERNATIONAL,RPM_DOMESTIC,RPM_INTERNATIONAL,RPM_TOTAL
2010-01-05,GA,Goose Airways,FKT,Flocktopia,1898247,1335984,14368,1954,1927626,320797,1646295,1153094,2799389
2010-01-06,GA,Goose Airways,FKT,Flocktopia,1933442,1440464,14365,2177,1998602,370989,1742969,1286647,3029616
2010-01-07,GA,Goose Airways,FKT,Flocktopia,1996471,1512418,14570,2362,2034331,392023,1814850,1297276,3112126
2010-01-08,GA,Goose Airways,FKT,Flocktopia,2007404,1460970,15010,2149,1972228,332892,1746655,1198327,2944982
2010-01-09,GA,Goose Airways,FKT,Flocktopia,1943211,1238413,15312,1678,1894069,271036,1593330,1064300,2657630
2010-01-10,GA,Goose Airways,FKT,Flocktopia,1997172,1257132,15870,1728,2099013,271476,1708685,1026160,2734845
2010-01-11,GA,Goose Airways,FKT,Flocktopia,1881219,1160489,14971,1658,1934726,252693,1562146,908319,2470465
2010-01-12,GA,Goose Airways,FKT,Flocktopia,1867131,1241832,14509,1921,1845665,308896,1554176,1031653,2585829
2011-01-01,GA,Goose Airways,FKT,Flocktopia,1793038,1239154,13881,1987,1654095,271028,1410442,923196,2333638
2011-01-02,GA,Goose Airways,FKT,Flocktopia,1724337,1148245,13462,1903,1670653,251306,1392057,802870,2194927
2011-01-03,GA,Goose Airways,FKT,Flocktopia,2041019,1300531,15943,2249,2126775,314858,1744916,996579,2741495
2011-01-04,GA,Goose Airways,FKT,Flocktopia,1977615,1209499,16018,2026,2124011,288027,1687635,943910,2631545
2011-01-05,GA,Goose Airways,FKT,Flocktopia,2076081,1250971,16874,1982,2297956,313623,1833307,1067367,2900674
2011-01-06,GA,Goose Airways,FKT,Flocktopia,2071080,1414907,16515,2212,2247706,375804,1832757,1249669,3082426
2011-01-07,GA,Goose Airways,FKT,Flocktopia,2153691,1482681,17047,2382,2343945,398323,1940497,1266774,3207271
2011-01-08,GA,Goose Airways,FKT,Flocktopia,2099130,1399919,16942,2121,2238251,337721,1839368,1166149,3005517
2011-01-09,GA,Goose Airways,FKT,Flocktopia,1965909,1146960,16044,1681,2072619,263976,1662970,978747,2641717
2011-01-10,GA,Goose Airways,FKT,Flocktopia,2033747,1168366,16832,1741,2245376,260474,1752672,934974,2687646
2011-01-11,GA,Goose Airways,FKT,Flocktopia,1914791,1037725,15793,1600,2103245,244218,1646605,837292,2483897
2011-01-12,GA,Goose Airways,FKT,Flocktopia,1924057,1145457,15491,1888,1979928,306431,1608926,972535,2581461
2012-01-01,GA,Goose Airways,FKT,Flocktopia,1908290,1130229,15666,1942,1884119,268072,1530308,873264,2403572
2012-01-02,GA,Goose Airways,FKT,Flocktopia,1807173,1049490,14691,1891,1865390,252844,1488595,777159,2265754
2012-01-03,GA,Goose Airways,FKT,Flocktopia,2054784,1180414,16748,2201,2321187,316022,1816347,970053,2786400
2012-01-04,GA,Goose Airways,FKT,Flocktopia,1982731,1151071,16566,1982,2269762,284437,1739464,922745,2662209
2012-01-05,GA,Goose Airways,FKT,Flocktopia,2059837,1226436,17166,2048,2364217,329004,1822705,1078753,2901458
2012-01-06,GA,Goose Airways,FKT,Flocktopia,2115277,1290857,17159,2198,2402195,372244,1903409,1165891,3069300
2012-01-07,GA,Goose Airways,FKT,Flocktopia,2189563,1348630,17486,2268,2436776,375946,1965730,1159222,3124952
2012-01-08,GA,Goose Airways,FKT,Flocktopia,2168164,1303295,17717,2048,2390727,328132,1897594,1106181,3003775
2012-01-09,GA,Goose Airways,FKT,Flocktopia,2010130,1128988,16954,1711,2179879,277135,1672324,995629,2667953
2012-01-10,GA,Goose Airways,FKT,Flocktopia,2063373,1146515,17617,1778,2396416,280781,1790440,978178,2768618
2012-01-11,GA,Goose Airways,FKT,Flocktopia,1982427,993050,16716,1627,2261029,260328,1702942,859043,2561985
2012-01-12,GA,Goose Airways,FKT,Flocktopia,1943677,1084844,15827,1910,2078311,313895,1649393,956558,2605951
2013-01-01,GA,Goose Airways,FKT,Flocktopia,1930391,1055487,16313,1824,2014088,270210,1575858,862700,2438558
2013-01-02,GA,Goose Airways,FKT,Flocktopia,1770058,975729,15011,1735,1936256,254589,1483753,781420,2265173
2013-01-03,GA,Goose Airways,FKT,Flocktopia,2095803,1137454,17642,2085,2398066,319362,1820193,959544,2779737
2013-01-04,GA,Goose Airways,FKT,Flocktopia,2018609,1238228,17449,2031,2316565,298965,1731968,999609,2731577
2013-01-05,GA,Goose Airways,FKT,Flocktopia,2095973,1286007,18205,2098,2458424,345137,1830751,1155729,2986480
2013-01-06,GA,Goose Airways,FKT,Flocktopia,2137608,1362410,18138,2257,2455368,392708,1885674,1246963,3132637
2013-01-07,GA,Goose Airways,FKT,Flocktopia,2276168,1409677,18644,2360,2502898,394775,1989739,1226038,3215777
2013-01-08,GA,Goose Airways,FKT,Flocktopia,2255139,1337037,18796,2161,2465349,353335,1938632,1159620,3098252
2013-01-09,GA,Goose Airways,FKT,Flocktopia,2040430,1099140,17515,1751,2244351,277961,1706741,969344,2676085
2013-01-10,GA,Goose Airways,FKT,Flocktopia,2136199,1107902,18606,1763,2462463,280669,1816152,956994,2773146
2013-01-11,GA,Goose Airways,FKT,Flocktopia,2019160,1044127,17507,1818,2249490,281855,1668959,895412,2564371
2013-01-12,GA,Goose Airways,FKT,Flocktopia,2053848,1135621,17080,2055,2332440,337441,1821718,1020630,2842348
2014-01-01,GA,Goose Airways,FKT,Flocktopia,1898615,1095445,15949,2054,2040477,303351,1588838,922596,2511434
2014-01-02,GA,Goose Airways,FKT,Flocktopia,1721592,958988,14672,1843,1964097,271516,1492442,795381,2287823
2014-01-03,GA,Goose Airways,FKT,Flocktopia,2175830,1189074,18914,2272,2623956,345169,1949311,1026624,2975935
2014-01-04,GA,Goose Airways,FKT,Flocktopia,2109010,1184365,18742,2109,2573503,317338,1879109,993455,2872564
2014-01-05,GA,Goose Airways,FKT,Flocktopia,2194446,1294142,19540,2252,2728834,363812,1997845,1172484,3170329
2014-01-06,GA,Goose Airways,FKT,Flocktopia,2210991,1437103,19211,2470,2662006,415341,2003446,1284620,3288066
2014-01-07,GA,Goose Airways,FKT,Flocktopia,2352808,1496201,19975,2626,2777533,419022,2143020,1257523,3400543
2014-01-08,GA,Goose Airways,FKT,Flocktopia,2341711,1475044,19936,2511,2706045,393660,2083234,1248403,3331637
2014-01-09,GA,Goose Airways,FKT,Flocktopia,2157765,1236267,19270,1967,2510464,312699,1851744,1088938,2940682
2014-01-10,GA,Goose Airways,FKT,Flocktopia,2235807,1157464,20323,1925,2765055,297276,1975409,987007,2962416
2014-01-11,GA,Goose Airways,FKT,Flocktopia,2118100,1043867,19287,1919,2530886,282114,1822889,877707,2700596
2014-01-12,GA,Goose Airways,FKT,Flocktopia,2144497,1121893,18766,2182,2451087,343494,1867693,1002093,2869786
2015-01-01,GA,Goose Airways,FKT,Flocktopia,2059477,1148069,18476,2320,2295799,329232,1726561,954996,2681557
2015-01-02,GA,Goose Airways,FKT,Flocktopia,1865131,988701,16989,2001,2203542,288335,1618789,801437,2420226
2015-01-03,GA,Goose Airways,FKT,Flocktopia,2246011,1188024,20930,2407,2795889,349204,2021404,981173,3002577
2015-01-04,GA,Goose Airways,FKT,Flocktopia,2174349,1224041,20217,2343,2705027,338974,1942714,998095,2940809
2015-01-05,GA,Goose Airways,FKT,Flocktopia,2304381,1254196,20856,2357,2860357,371796,2095257,1110303,3205560
2015-01-06,GA,Goose Airways,FKT,Flocktopia,2328959,1382305,20755,2516,2827741,413020,2120297,1238626,3358923
2015-01-07,GA,Goose Airways,FKT,Flocktopia,2468719,1471043,21605,2661,2912741,426833,2227869,1259889,3487758
2015-01-08,GA,Goose Airways,FKT,Flocktopia,2465289,1423102,21664,2580,2838220,395569,2177787,1198491,3376278
2015-01-09,GA,Goose Airways,FKT,Flocktopia,2215461,1187101,20141,2045,2655206,315893,1939921,1032394,2972315
2015-01-10,GA,Goose Airways,FKT,Flocktopia,2302101,1118985,20984,2050,2903400,315561,2089679,970528,3060207
2015-01-11,GA,Goose Airways,FKT,Flocktopia,2187995,1028685,20198,2063,2740122,304079,1952919,876549,2829468
2015-01-12,GA,Goose Airways,FKT,Flocktopia,2175559,1110232,19242,2317,2556283,358673,1927224,979917,2907141
2016-01-01,GA,Goose Airways,FKT,Flocktopia,2098841,1118536,18929,2447,2413407,347781,1798924,930347,2729271
2016-01-02,GA,Goose Airways,FKT,Flocktopia,2044467,999314,18621,2223,2381128,314923,1749384,807321,2556705
2016-01-03,GA,Goose Airways,FKT,Flocktopia,2275312,1108911,20805,2348,2740984,356143,2012352,938318,2950670
2016-01-04,GA,Goose Airways,FKT,Flocktopia,2232813,1156352,20594,2377,2724455,344358,1972333,946957,2919290
2016-01-05,GA,Goose Airways,FKT,Flocktopia,2374010,1222699,21638,2433,2973323,383705,2151487,1077793,3229280
2016-01-06,GA,Goose Airways,FKT,Flocktopia,2378915,1281198,21415,2433,2847021,414901,2123156,1166015,3289171
2016-01-07,GA,Goose Airways,FKT,Flocktopia,2493453,1388354,21659,2615,2822355,436890,2180190,1214873,3395063
2016-01-08,GA,Goose Airways,FKT,Flocktopia,2447813,1319579,21390,2467,2668682,380351,2059938,1089224,3149162
2016-01-09,GA,Goose Airways,FKT,Flocktopia,2251519,1118449,20323,2015,2692054,312309,1964257,969246,2933503
2016-01-10,GA,Goose Airways,FKT,Flocktopia,2370322,1072438,21408,2051,2919739,307632,2100159,901500,3001659
2016-01-11,GA,Goose Airways,FKT,Flocktopia,2248445,905670,20412,1912,2797426,287407,2004047,786318,2790365
2016-01-12,GA,Goose Airways,FKT,Flocktopia,2229209,1050472,19367,2375,2601136,372156,1985102,946774,2931876
2017-01-01,GA,Goose Airways,FKT,Flocktopia,2128297,,18908,,2388094,,1793896,0,1793896
2017-01-02,GA,Goose Airways,FKT,Flocktopia,1993263,,17795,,2334501,,1713441,0,1713441
2017-01-03,GA,Goose Airways,FKT,Flocktopia,2338230,,20885,,2855971,,2077381,0,2077381
2002-01-10,AA,Amazon Airlines,FKT,Flocktopia,55554,,441,,33834,,33752,0,33752
2002-01-11,AA,Amazon Airlines,FKT,Flocktopia,42498,,369,,28828,,27759,0,27759
2002-01-12,AA,Amazon Airlines,FKT,Flocktopia,43796,,386,,35944,60,35333,0,35333
2003-01-01,AA,Amazon Airlines,FKT,Flocktopia,45326,,389,,30168,21,29168,0,29168
2003-01-02,AA,Amazon Airlines,FKT,Flocktopia,40629,,350,,30095,,28375,0,28375
2003-01-03,AA,Amazon Airlines,FKT,Flocktopia,42894,,378,,35668,6,33619,0,33619
2003-01-04,AA,Amazon Airlines,FKT,Flocktopia,43454,,355,,32757,0,31244,0,31244
2003-01-05,AA,Amazon Airlines,FKT,Flocktopia,41279,,345,,33224,44,31958,0,31958
2003-01-06,AA,Amazon Airlines,FKT,Flocktopia,45378,,366,,36247,85,36631,0,36631
2003-01-07,AA,Amazon Airlines,FKT,Flocktopia,49647,,396,,40025,159,40256,0,40256
2003-01-08,AA,Amazon Airlines,FKT,Flocktopia,48951,,390,,34384,147,33893,0,33893
2003-01-09,AA,Amazon Airlines,FKT,Flocktopia,44910,,383,,26155,39,24114,0,24114
2003-01-10,AA,Amazon Airlines,FKT,Flocktopia,45418,,397,,32140,91,29073,0,29073
2003-01-11,AA,Amazon Airlines,FKT,Flocktopia,42864,,367,,29181,,27299,0,27299
2003-01-12,AA,Amazon Airlines,FKT,Flocktopia,44674,,386,,33072,,32803,0,32803
2004-01-01,AA,Amazon Airlines,FKT,Flocktopia,45334,,388,,29313,,28556,0,28556
2004-01-02,AA,Amazon Airlines,FKT,Flocktopia,37569,,333,,26367,,24372,0,24372
2004-01-03,AA,Amazon Airlines,FKT,Flocktopia,37279,,340,,30653,,27923,0,27923
2004-01-04,AA,Amazon Airlines,FKT,Flocktopia,36336,,325,,31928,52,28315,0,28315
2004-01-05,AA,Amazon Airlines,FKT,Flocktopia,35839,,321,,32059,46,29266,0,29266
2004-01-06,AA,Amazon Airlines,FKT,Flocktopia,36144,,331,,32884,10,29953,0,29953
2004-01-07,AA,Amazon Airlines,FKT,Flocktopia,35523,,331,,32099,64,29415,0,29415
2004-01-08,AA,Amazon Airlines,FKT,Flocktopia,36693,,338,,31917,105,28857,0,28857
2004-01-09,AA,Amazon Airlines,FKT,Flocktopia,35031,,320,,27231,11,24693,0,24693
2004-01-10,AA,Amazon Airlines,FKT,Flocktopia,38234,,335,,30624,,27256,0,27256
2004-01-11,AA,Amazon Airlines,FKT,Flocktopia,35784,,312,,28633,,25812,0,25812
2004-01-12,AA,Amazon Airlines,FKT,Flocktopia,37665,,330,,30967,,29559,0,29559
2005-01-01,AA,Amazon Airlines,FKT,Flocktopia,28355,,244,,21196,,19953,0,19953
2005-01-02,AA,Amazon Airlines,FKT,Flocktopia,26184,,222,,19563,,18126,0,18126
2005-01-03,AA,Amazon Airlines,FKT,Flocktopia,30303,,251,,24086,,22154,0,22154
2005-01-04,AA,Amazon Airlines,FKT,Flocktopia,29189,,232,,23922,,21657,0,21657
2005-01-05,AA,Amazon Airlines,FKT,Flocktopia,27662,,239,,23667,88,22802,0,22802
2005-01-06,AA,Amazon Airlines,FKT,Flocktopia,23644,,207,,21826,62,20214,0,20214
2005-01-07,AA,Amazon Airlines,FKT,Flocktopia,23045,,200,,21742,27,20402,0,20402
2005-01-08,AA,Amazon Airlines,FKT,Flocktopia,23515,,208,,19647,32,18031,0,18031
2005-01-09,AA,Amazon Airlines,FKT,Flocktopia,22792,,204,,18740,32,16325,0,16325
2005-01-10,AA,Amazon Airlines,FKT,Flocktopia,24210,,217,,20714,43,18106,0,18106
2005-01-11,AA,Amazon Airlines,FKT,Flocktopia,22933,,203,,19717,24,17311,0,17311
2005-01-12,AA,Amazon Airlines,FKT,Flocktopia,22969,,203,,20035,36,18331,0,18331
2006-01-01,AA,Amazon Airlines,FKT,Flocktopia,23810,,207,,19436,12,17136,0,17136
2006-01-02,AA,Amazon Airlines,FKT,Flocktopia,21459,,191,,18427,,16277,0,16277
2006-01-03,AA,Amazon Airlines,FKT,Flocktopia,23617,,212,,21218,,18893,0,18893
2006-01-04,AA,Amazon Airlines,FKT,Flocktopia,24218,,204,,22480,,19386,0,19386
2006-01-05,AA,Amazon Airlines,FKT,Flocktopia,24924,,215,,23425,63,20950,0,20950
2006-01-06,AA,Amazon Airlines,FKT,Flocktopia,24591,,205,,22981,25,20407,0,20407
2006-01-07,AA,Amazon Airlines,FKT,Flocktopia,25390,,211,,23410,,21022,0,21022
2006-01-08,AA,Amazon Airlines,FKT,Flocktopia,25560,,215,,21895,,19196,0,19196
2006-01-09,AA,Amazon Airlines,FKT,Flocktopia,22809,,205,,19142,,16711,0,16711
2006-01-10,AA,Amazon Airlines,FKT,Flocktopia,23687,,214,,20760,,18472,0,18472
2006-01-11,AA,Amazon Airlines,FKT,Flocktopia,27119,,227,,21569,,20269,0,20269
2006-01-12,AA,Amazon Airlines,FKT,Flocktopia,23368,,204,,18880,,17566,0,17566
2007-01-01,AA,Amazon Airlines,FKT,Flocktopia,27474,,233,,23359,,21800,0,21800
2007-01-02,AA,Amazon Airlines,FKT,Flocktopia,23011,,192,,20036,,18581,0,18581
2007-01-03,AA,Amazon Airlines,FKT,Flocktopia,24386,,213,,22354,35,19725,0,19725
2007-01-04,AA,Amazon Airlines,FKT,Flocktopia,23829,,210,,22271,133,19903,0,19903
2007-01-05,AA,Amazon Airlines,FKT,Flocktopia,26357,,240,,25483,138,22357,0,22357
2007-01-06,AA,Amazon Airlines,FKT,Flocktopia,23967,,222,,22629,170,20343,0,20343
2007-01-07,AA,Amazon Airlines,FKT,Flocktopia,24556,,229,,22241,247,20335,0,20335
2007-01-08,AA,Amazon Airlines,FKT,Flocktopia,31280,,284,,26227,314,24344,0,24344
2007-01-09,AA,Amazon Airlines,FKT,Flocktopia,24721,,228,,19454,194,17109,0,17109
2007-01-10,AA,Amazon Airlines,FKT,Flocktopia,25435,,236,,22214,158,19257,0,19257
2007-01-11,AA,Amazon Airlines,FKT,Flocktopia,24267,,223,,21356,148,18859,0,18859
2007-01-12,AA,Amazon Airlines,FKT,Flocktopia,24613,,229,,19496,95,18281,0,18281
2008-01-01,AA,Amazon Airlines,FKT,Flocktopia,24818,,228,,19367,148,17531,0,17531
2008-01-02,AA,Amazon Airlines,FKT,Flocktopia,22428,,203,,16870,198,15498,0,15498
2008-01-03,AA,Amazon Airlines,FKT,Flocktopia,25489,,233,,21737,262,19605,0,19605
2008-01-04,AA,Amazon Airlines,FKT,Flocktopia,24014,,224,,22528,305,19713,0,19713
2008-01-05,AA,Amazon Airlines,FKT,Flocktopia,24916,,231,,23312,252,21357,0,21357
2008-01-06,AA,Amazon Airlines,FKT,Flocktopia,24316,,221,,21823,108,20608,0,20608
2008-01-07,AA,Amazon Airlines,FKT,Flocktopia,24872,,228,,21853,161,20470,0,20470
2008-01-08,AA,Amazon Airlines,FKT,Flocktopia,24346,,225,,19019,179,17274,0,17274
2008-01-09,AA,Amazon Airlines,FKT,Flocktopia,24632,,227,,19561,166,17737,0,17737
2008-01-10,AA,Amazon Airlines,FKT,Flocktopia,25279,,234,,21231,183,18912,0,18912
2008-01-11,AA,Amazon Airlines,FKT,Flocktopia,8871,,112,,9821,122,6164,0,6164
2008-01-12,AA,Amazon Airlines,FKT,Flocktopia,8417,,112,,9427,44,5841,0,5841
2009-01-01,AA,Amazon Airlines,FKT,Flocktopia,8119,,110,,8551,,5182,0,5182
2009-01-02,AA,Amazon Airlines,FKT,Flocktopia,7009,,91,,7294,,4420,0,4420
2009-01-03,AA,Amazon Airlines,FKT,Flocktopia,7297,,91,,9225,,5664,0,5664
2009-01-04,AA,Amazon Airlines,FKT,Flocktopia,7009,,89,,9659,,5853,0,5853
2009-01-05,AA,Amazon Airlines,FKT,Flocktopia,6712,,87,,8723,,5286,0,5286
2009-01-06,AA,Amazon Airlines,FKT,Flocktopia,6723,,87,,8562,,5174,0,5174
2009-01-07,AA,Amazon Airlines,FKT,Flocktopia,7114,,91,,8985,,5445,0,5445
2009-01-08,AA,Amazon Airlines,FKT,Flocktopia,6970,,92,,7367,,4490,0,4490
2009-01-09,AA,Amazon Airlines,FKT,Flocktopia,7207,,86,,7216,,4373,0,4373
2009-01-10,AA,Amazon Airlines,FKT,Flocktopia,7528,,92,,8212,,4976,0,4976
2009-01-11,AA,Amazon Airlines,FKT,Flocktopia,7304,,88,,7772,,4710,0,4710
2009-01-12,AA,Amazon Airlines,FKT,Flocktopia,7057,,86,,7652,,4637,0,4637
2010-01-01,AA,Amazon Airlines,FKT,Flocktopia,5015,,62,,5928,,3652,0,3652
2010-01-02,AA,Amazon Airlines,FKT,Flocktopia,4499,,54,,5329,,3285,0,3285
2010-01-03,AA,Amazon Airlines,FKT,Flocktopia,5250,,62,,6556,,3973,0,3973
2010-01-04,AA,Amazon Airlines,FKT,Flocktopia,5300,,63,,6834,,4423,0,4423
2010-01-05,AA,Amazon Airlines,FKT,Flocktopia,4752,,59,,6613,,4007,0,4007
2010-01-06,AA,Amazon Airlines,FKT,Flocktopia,2659,,33,,3531,,2121,0,2121
2010-01-07,AA,Amazon Airlines,FKT,Flocktopia,2516,,31,,3323,,2014,0,2014
2010-01-08,AA,Amazon Airlines,FKT,Flocktopia,2531,,31,,2884,,1748,0,1748
2010-01-09,AA,Amazon Airlines,FKT,Flocktopia,2734,,33,,3031,,1837,0,1837
2010-01-10,AA,Amazon Airlines,FKT,Flocktopia,2847,,34,,3419,,2072,0,2072
2010-01-11,AA,Amazon Airlines,FKT,Flocktopia,5348,,60,,5582,,3423,0,3423
2010-01-12,AA,Amazon Airlines,FKT,Flocktopia,5206,,67,,5872,,3540,0,3540
2011-01-01,AA,Amazon Airlines,FKT,Flocktopia,4490,,56,,4828,,2909,0,2909
2011-01-02,AA,Amazon Airlines,FKT,Flocktopia,3657,,44,,3266,,2000,0,2000
2011-01-03,AA,Amazon Airlines,FKT,Flocktopia,3451,,43,,3541,,2146,0,2146
2011-01-04,AA,Amazon Airlines,FKT,Flocktopia,3571,,36,,3915,,2372,0,2372
2011-01-05,AA,Amazon Airlines,FKT,Flocktopia,4160,,54,,5560,,3363,0,3363
2011-01-06,AA,Amazon Airlines,FKT,Flocktopia,5393,,71,,6621,,3877,0,3877
2011-01-07,AA,Amazon Airlines,FKT,Flocktopia,5870,,76,,6939,,4024,0,4024
2011-01-08,AA,Amazon Airlines,FKT,Flocktopia,5799,,76,,5922,,3480,0,3480
2011-01-09,AA,Amazon Airlines,FKT,Flocktopia,2440,,29,,2447,,1507,0,1507
2011-01-10,AA,Amazon Airlines,FKT,Flocktopia,2160,,26,,2338,,1417,0,1417
2011-01-11,AA,Amazon Airlines,FKT,Flocktopia,2339,,30,,2772,,1660,0,1660
2011-01-12,AA,Amazon Airlines,FKT,Flocktopia,2218,,30,,2482,0,1494,0,1494
2012-01-01,AA,Amazon Airlines,FKT,Flocktopia,8923,,100,,5784,,3788,0,3788
2012-01-02,AA,Amazon Airlines,FKT,Flocktopia,9611,,109,,6983,,4639,0,4639
2012-01-03,AA,Amazon Airlines,FKT,Flocktopia,4860,,61,,4961,,3131,0,3131
2012-01-04,AA,Amazon Airlines,FKT,Flocktopia,11838,,118,,10896,,9013,0,9013
2012-01-05,AA,Amazon Airlines,FKT,Flocktopia,15320,,143,,14893,1,12279,0,12279
2012-01-06,AA,Amazon Airlines,FKT,Flocktopia,11510,,122,,10436,,8509,0,8509
2012-01-07,AA,Amazon Airlines,FKT,Flocktopia,7918,161,80,1,6999,,5998,159,6157
2012-01-08,AA,Amazon Airlines,FKT,Flocktopia,10027,,97,,7736,9,6695,0,6695
2012-01-09,AA,Amazon Airlines,FKT,Flocktopia,11906,,130,,10258,2,8306,0,8306
2012-01-10,AA,Amazon Airlines,FKT,Flocktopia,14048,,140,,12641,18,10331,0,10331
2012-01-11,AA,Amazon Airlines,FKT,Flocktopia,7273,,86,,7363,0,5093,0,5093
2012-01-12,AA,Amazon Airlines,FKT,Flocktopia,4987,,59,,5330,0,3566,0,3566
2013-01-01,AA,Amazon Airlines,FKT,Flocktopia,5109,,61,,4806,1,3236,0,3236
2013-01-02,AA,Amazon Airlines,FKT,Flocktopia,4535,,54,,3957,2,2720,0,2720
2013-01-03,AA,Amazon Airlines,FKT,Flocktopia,4295,,49,,4048,,2841,0,2841
2013-01-04,AA,Amazon Airlines,FKT,Flocktopia,3125,,34,,2766,,1753,0,1753
2013-01-05,AA,Amazon Airlines,FKT,Flocktopia,2508,,33,,3287,,2016,0,2016
2013-01-06,AA,Amazon Airlines,FKT,Flocktopia,4943,,59,,5474,,3745,0,3745
2013-01-07,AA,Amazon Airlines,FKT,Flocktopia,5107,,56,,4696,,3266,0,3266
2013-01-08,AA,Amazon Airlines,FKT,Flocktopia,4291,,47,,3656,,2479,0,2479
2013-01-09,AA,Amazon Airlines,FKT,Flocktopia,2248,,30,,1972,3,1197,0,1197
2013-01-10,AA,Amazon Airlines,FKT,Flocktopia,2415,,32,,2083,,1338,0,1338
2013-01-11,AA,Amazon Airlines,FKT,Flocktopia,2386,,31,,2121,,1295,0,1295
2013-01-12,AA,Amazon Airlines,FKT,Flocktopia,3862,,47,,3683,13,2602,0,2602
2014-01-01,AA,Amazon Airlines,FKT,Flocktopia,2046,922,26,1,1769,2,1073,897,1970
2014-01-02,AA,Amazon Airlines,FKT,Flocktopia,2820,,35,,3455,,2318,0,2318
2014-01-03,AA,Amazon Airlines,FKT,Flocktopia,4247,,52,,5520,0,3663,0,3663
2014-01-04,AA,Amazon Airlines,FKT,Flocktopia,19618,,62,,7873,,16372,0,16372
2014-01-05,AA,Amazon Airlines,FKT,Flocktopia,20828,,67,,9509,,19574,0,19574
2014-01-06,AA,Amazon Airlines,FKT,Flocktopia,20676,,79,,9393,,16527,0,16527
2014-01-07,AA,Amazon Airlines,FKT,Flocktopia,19022,,64,,7844,,15776,0,15776
2014-01-08,AA,Amazon Airlines,FKT,Flocktopia,18568,,59,,6938,,14198,0,14198
2014-01-09,AA,Amazon Airlines,FKT,Flocktopia,19233,,65,,7006,,13435,0,13435
2014-01-10,AA,Amazon Airlines,FKT,Flocktopia,25150,,117,,11674,2,18130,0,18130
2014-01-11,AA,Amazon Airlines,FKT,Flocktopia,31761,,201,,18959,7,22524,0,22524
2014-01-12,AA,Amazon Airlines,FKT,Flocktopia,32963,,208,,20484,2,24556,0,24556
2015-01-01,AA,Amazon Airlines,FKT,Flocktopia,26489,,204,,17511,0,17819,0,17819
2015-01-02,AA,Amazon Airlines,FKT,Flocktopia,27453,,210,,19683,13,19688,0,19688
2015-01-03,AA,Amazon Airlines,FKT,Flocktopia,43030,,295,,27665,14,30361,0,30361
2015-01-04,AA,Amazon Airlines,FKT,Flocktopia,47445,,328,,33365,14,35839,0,35839
2015-01-05,AA,Amazon Airlines,FKT,Flocktopia,51089,,352,,42092,3,44836,0,44836
2015-01-06,AA,Amazon Airlines,FKT,Flocktopia,51909,,374,,40518,0,41110,0,41110
2015-01-07,AA,Amazon Airlines,FKT,Flocktopia,44888,,308,,32319,4,36102,0,36102
2015-01-08,AA,Amazon Airlines,FKT,Flocktopia,47296,,313,,31765,2,34021,0,34021
2015-01-09,AA,Amazon Airlines,FKT,Flocktopia,48262,,327,,35891,5,36856,0,36856
2015-01-10,AA,Amazon Airlines,FKT,Flocktopia,54045,,373,,42523,0,43280,0,43280
2015-01-11,AA,Amazon Airlines,FKT,Flocktopia,49725,,324,,35680,2,38446,0,38446
2015-01-12,AA,Amazon Airlines,FKT,Flocktopia,46098,,292,,33292,,36835,0,36835
2016-01-01,AA,Amazon Airlines,FKT,Flocktopia,30730,,227,,21576,0,21703,0,21703
2016-01-02,AA,Amazon Airlines,FKT,Flocktopia,39107,,250,,24094,,25798,0,25798
2016-01-03,AA,Amazon Airlines,FKT,Flocktopia,67351,,413,,46576,,47612,0,47612
2016-01-04,AA,Amazon Airlines,FKT,Flocktopia,62926,,412,,51760,0,49710,0,49710
2016-01-05,AA,Amazon Airlines,FKT,Flocktopia,78357,,547,,76432,,70704,0,70704
2016-01-06,AA,Amazon Airlines,FKT,Flocktopia,81628,,589,,84748,,76535,0,76535
2016-01-07,AA,Amazon Airlines,FKT,Flocktopia,78905,,564,,78100,,71497,0,71497
2016-01-08,AA,Amazon Airlines,FKT,Flocktopia,81996,,599,,70693,,62867,0,62867
2016-01-09,AA,Amazon Airlines,FKT,Flocktopia,78379,,575,,66456,3,59162,0,59162
2016-01-10,AA,Amazon Airlines,FKT,Flocktopia,68108,,504,,58651,,53486,0,53486
2016-01-11,AA,Amazon Airlines,FKT,Flocktopia,61548,,452,,55321,4,48974,0,48974
2016-01-12,AA,Amazon Airlines,FKT,Flocktopia,57694,,393,,48643,,47244,0,47244
2017-01-01,AA,Amazon Airlines,FKT,Flocktopia,38835,,302,,30889,,26420,0,26420
2017-01-02,AA,Amazon Airlines,FKT,Flocktopia,40820,,300,,30225,,26995,0,26995
2017-01-03,AA,Amazon Airlines,FKT,Flocktopia,57244,,381,,42374,,43896,0,43896
2002-01-10,FA,Flock Air,NSA,Nestland Airport,746365,64371,2848,143,306382,13167,523188,43292,566480
2002-01-11,FA,Flock Air,NSA,Nestland Airport,698393,61241,2692,132,287725,11534,489197,38974,528171
2002-01-12,FA,Flock Air,NSA,Nestland Airport,707999,63805,2645,134,309845,14520,537032,46241,583273
2003-01-01,FA,Flock Air,NSA,Nestland Airport,681607,63304,2467,132,273077,11622,485689,41089,526778
