FLIGHT_ID,AIRLINE_CODE,AIRLINE_NAME,AIRCRAFT_ID,AIRCRAFT_TYPE,CAPACITY,DEPARTURE_AIRPORT_CODE,DEPARTURE_AIRPORT_NAME,DESTINATION_AIRPORT_CODE,DESTINATION_AIRPORT_NAME
100292,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100293,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100294,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100295,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100296,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100297,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100298,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100299,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100300,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100301,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100302,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100303,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100304,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100305,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100306,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100307,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100308,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100309,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100310,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100311,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100312,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100313,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100314,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100315,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100316,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100317,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100318,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100319,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100320,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100321,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100322,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100323,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100324,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100325,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100326,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100327,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100328,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100329,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100330,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100331,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100332,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100333,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100334,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100335,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100336,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100337,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100338,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100339,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100340,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100341,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100342,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100343,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100344,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100345,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100346,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100347,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100348,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,FKT,Flocktopia
100349,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100350,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100351,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100352,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100353,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100354,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100355,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100356,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100357,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100358,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100359,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100360,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100361,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100362,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100363,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100364,FA,Flock Air,12d,Flockinator,1000,NSA,Nestland Airport,AMP,Amazon Mothership
100365,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100366,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100367,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100368,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100369,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100370,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100371,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100372,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100373,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100374,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100375,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100376,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100377,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100378,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100379,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100380,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100381,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100382,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100383,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100384,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100385,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100386,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100387,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100388,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100389,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100390,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100391,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100392,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100393,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100394,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100395,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100396,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100397,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100398,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100399,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100400,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100401,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100402,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100403,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100404,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100405,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100406,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100407,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100408,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100409,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100410,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100411,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100412,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100413,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100414,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100415,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100416,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100417,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100418,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100419,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100420,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100421,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100422,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100423,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100424,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100425,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100426,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100427,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100428,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100429,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100430,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100431,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100432,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100433,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100434,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100435,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100436,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100437,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100438,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100439,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100440,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100441,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100442,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100443,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100444,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100445,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100446,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100447,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100448,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100449,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100450,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100451,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100452,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100453,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,FKT,Flocktopia
100454,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100455,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100456,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100457,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100458,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100459,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100460,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100461,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100462,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100463,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100464,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100465,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100466,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100467,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100468,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100469,FA,Flock Air,12a,Miniflock,200,AMP,Amazon Mothership,NSA,Nestland Airport
100470,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100471,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100472,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100473,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100474,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100475,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100476,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100477,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100478,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100479,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100480,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100481,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100482,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100483,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100484,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100485,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100486,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100487,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100488,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100489,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100490,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100491,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100492,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100493,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100494,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100495,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100496,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100497,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100498,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100499,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100500,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100501,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100502,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100503,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100504,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100505,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100506,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100507,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100508,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100509,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100510,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100511,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100512,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100513,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100514,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100515,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100516,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100517,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100518,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100519,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100520,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100521,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100522,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100523,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100524,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100525,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100526,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100527,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100528,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100529,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100530,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100531,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100532,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100533,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100534,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100535,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100536,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100537,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100538,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100539,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100540,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100541,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100542,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100543,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100544,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100545,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100546,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100547,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100548,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100549,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100550,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100551,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100552,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100553,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100554,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100555,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100556,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100557,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100558,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100559,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100560,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100561,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100562,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100563,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100564,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100565,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100566,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100567,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100568,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100569,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100570,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100571,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100572,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100573,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100574,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100575,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100576,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100577,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,NSA,Nestland Airport
100578,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100579,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100580,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100581,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100582,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100583,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100584,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100585,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100586,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100587,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100588,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100589,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100590,GA,Goose Airways,g72,Goose,500,FKT,Flocktopia,AA,
100591,GA,Goose Airways,g72,Goose,500,NSA,Nestland Airport,FKT,Flocktopia
100592,GA,Goose Airways,g72,Goose,500,NSA,Nestland Airport,FKT,Flocktopia
